stationcode,fueltype,price,lastupdated
1243,P98,180.9,14/05/2025 05:38:59
1243,PDL,177.9,12/05/2025 01:44:04
1243,U91,160.9,14/05/2025 05:38:59
125,E10,149.9,17/05/2025 01:20:40
125,P95,166.9,17/05/2025 01:20:40
125,P98,174.9,17/05/2025 01:20:40
125,PDL,179.9,16/05/2025 03:00:51
1251,P95,188.9,14/04/2025 03:47:46
1251,P98,198.9,14/04/2025 03:47:46
1251,PDL,181.9,07/05/2025 03:22:54
1251,U91,176.9,14/04/2025 03:47:46
1253,DL,181.9,15/05/2025 03:44:18
1253,P95,192.9,15/05/2025 03:44:18
1255,P95,202.9,20/01/2025 19:01:51
1255,P98,211.9,20/01/2025 19:01:51
1255,PDL,187.9,17/05/2025 04:09:15
1255,U91,189.9,17/05/2025 04:09:15
126,DL,176.9,16/05/2025 03:15:47
126,E10,175.9,12/05/2025 00:45:46
126,P98,200.9,12/05/2025 00:45:46
126,U91,177.9,12/05/2025 00:45:46
1260,E10,179.9,17/05/2025 02:31:04
1260,P95,194.9,17/05/2025 02:31:04
1260,P98,203.9,17/05/2025 02:31:04
1260,PDL,183.9,16/05/2025 01:31:04
1260,U91,181.9,17/05/2025 02:31:04
1264,DL,181.9,15/05/2025 03:43:15
1264,P95,192.9,15/05/2025 03:43:15
1264,U91,181.9,15/05/2025 03:43:15
1266,DL,189.9,13/05/2025 03:12:26
1266,P98,202.9,13/05/2025 03:12:26
1266,U91,179.9,13/05/2025 03:12:26
1268,DL,165.7,07/05/2025 19:29:20
1268,E10,151.7,15/05/2025 20:34:44
1268,P98,173.7,15/05/2025 20:34:44
1268,PDL,166.7,07/05/2025 19:29:20
1268,U91,153.7,15/05/2025 20:34:44
1269,DL,189.9,08/05/2025 07:52:25
1269,P98,198.9,14/04/2025 07:22:59
1269,U91,169.9,14/04/2025 07:22:59
127,E10,155.9,18/05/2025 06:58:07
127,P95,170.9,18/05/2025 06:52:10
127,P98,178.9,18/05/2025 06:58:07
127,PDL,179.9,16/05/2025 04:08:26
127,U91,157.9,18/05/2025 06:58:06
1270,PDL,175.0,13/05/2025 04:33:47
1270,U91,172.0,13/05/2025 04:33:47
1272,DL,165.5,30/04/2025 23:30:01
1272,E10,167.5,02/05/2025 07:57:58
1272,P95,179.5,02/05/2025 07:57:58
1272,P98,189.5,02/05/2025 07:57:58
1272,PDL,163.5,02/05/2025 07:57:58
1272,U91,169.5,02/05/2025 07:57:58
1275,DL,199.9,22/01/2025 02:06:07
1275,P95,199.9,22/01/2025 02:06:07
1275,U91,189.9,22/01/2025 02:06:07
1279,DL,178.9,17/05/2025 00:40:02
1279,P98,199.9,09/05/2025 00:46:08
1279,U91,175.9,17/05/2025 00:40:02
128,E10,160.4,18/05/2025 06:30:09
128,P95,175.4,18/05/2025 06:30:09
128,P98,183.4,18/05/2025 06:30:09
128,PDL,179.9,18/05/2025 06:58:07
128,U91,162.4,18/05/2025 06:30:08
1280,E10,163.9,13/05/2025 00:19:42
1280,P95,179.9,01/05/2025 23:32:02
1280,PDL,174.9,13/05/2025 00:19:56
1280,U91,163.9,13/05/2025 00:19:42
1282,E10,153.9,15/05/2025 21:35:27
1282,P98,175.9,15/05/2025 21:35:27
1282,PDL,172.9,11/05/2025 20:47:33
1282,U91,155.9,15/05/2025 21:35:27
1283,DL,169.7,13/05/2025 19:14:49
1283,E10,154.7,15/05/2025 04:45:14
1283,P98,177.7,15/05/2025 04:45:14
1283,U91,156.7,15/05/2025 04:45:14
1286,DL,185.9,09/05/2025 06:17:09
1286,LPG,129.9,10/03/2023 04:27:36
1286,P98,207.9,13/05/2025 00:38:37
1286,U91,187.9,13/05/2025 00:38:37
129,E10,151.9,17/05/2025 02:24:07
129,P95,166.9,17/05/2025 02:24:06
1290,DL,179.9,12/05/2025 23:20:19
1290,P98,196.9,12/05/2025 23:20:19
1290,U91,176.9,12/05/2025 23:20:19
1294,DL,172.9,23/04/2025 02:59:43
1294,P98,189.9,15/05/2025 23:32:46
1294,U91,169.9,15/05/2025 23:32:46
1295,DL,175.9,16/05/2025 00:56:42
1295,P98,187.9,16/05/2025 00:56:42
1295,U91,165.9,16/05/2025 00:56:42
1296,DL,177.9,22/04/2025 01:27:08
1296,E10,165.9,22/04/2025 01:27:08
1296,U91,169.9,22/04/2025 01:27:08
1297,DL,189.9,06/05/2025 22:46:27
1297,P95,194.9,06/05/2025 22:46:27
1297,P98,202.9,06/05/2025 22:46:27
1297,U91,184.9,06/05/2025 22:46:27
1299,DL,198.8,20/12/2024 19:19:47
1299,P98,202.8,02/05/2025 00:37:46
1299,U91,182.8,02/05/2025 00:37:46
13,DL,182.9,16/05/2025 03:30:52
13,E10,187.9,12/04/2025 03:05:39
13,P98,212.9,12/04/2025 03:05:39
13,U91,189.9,12/04/2025 03:05:39
130,E10,173.9,17/05/2025 03:50:09
130,P95,188.9,17/05/2025 03:50:09
130,P98,196.9,17/05/2025 03:50:09
130,PDL,183.9,08/03/2025 00:46:04
130,U91,175.9,17/05/2025 03:50:09
1303,P98,199.5,14/05/2025 01:46:48
1303,PDL,175.5,07/05/2025 00:29:41
1303,U91,179.5,14/05/2025 01:46:48
1304,DL,175.9,14/04/2025 22:05:26
1304,E10,156.9,14/04/2025 22:05:26
1304,P98,182.9,16/05/2025 19:06:20
1304,U91,160.9,14/04/2025 22:05:26
1305,DL,178.9,25/03/2025 03:44:05
1305,LPG,128.9,12/11/2023 07:01:39
1305,P95,178.9,25/03/2025 03:44:05
1305,P98,183.9,25/03/2025 03:44:05
1305,U91,171.9,25/03/2025 03:44:05
1306,P95,183.9,18/05/2025 01:16:43
1306,P98,192.9,18/05/2025 01:16:43
1306,PDL,179.9,18/05/2025 01:16:43
1306,U91,165.9,17/05/2025 07:13:02
1308,DL,193.9,30/04/2025 05:01:31
1308,P95,196.9,30/04/2025 05:01:31
1308,U91,188.9,30/04/2025 05:01:31
1309,DL,189.9,28/03/2025 02:23:13
1309,P98,199.9,28/03/2025 02:23:13
1309,U91,184.9,28/03/2025 02:23:13
1311,E10,165.9,16/05/2025 04:59:47
1311,P95,180.9,16/05/2025 04:59:47
1311,P98,189.9,16/05/2025 04:59:47
1311,PDL,177.9,09/05/2025 01:33:02
1311,U91,168.9,16/05/2025 04:59:47
1313,DL,199.9,09/05/2025 03:33:19
1313,P95,209.9,01/04/2025 02:23:50
1313,U91,204.9,01/04/2025 02:23:50
1314,DL,178.9,20/04/2025 22:16:26
1314,P95,180.9,20/04/2025 22:16:26
1314,P98,191.9,20/04/2025 22:16:26
1314,U91,171.9,20/04/2025 22:16:26
1315,DL,185.9,14/05/2025 22:01:54
1315,E10,160.9,14/05/2025 22:01:54
1315,U91,162.9,14/05/2025 22:01:54
1316,DL,180.9,09/05/2025 00:15:08
1316,P95,189.9,09/05/2025 00:15:08
1316,U91,179.9,09/05/2025 00:15:08
1317,E10,177.9,17/05/2025 20:42:14
1317,LPG,112.9,27/02/2025 06:36:39
1317,P95,193.9,17/05/2025 20:42:14
1317,P98,201.9,17/05/2025 20:42:14
1317,PDL,183.9,16/05/2025 00:14:58
1317,U91,181.9,17/05/2025 20:42:14
132,E10,173.9,14/05/2025 04:32:12
132,P95,188.9,14/05/2025 04:32:11
132,P98,196.9,14/05/2025 04:32:12
132,PDL,199.9,04/03/2025 19:50:29
132,U91,175.9,14/05/2025 04:32:11
1321,DL,178.0,16/05/2025 01:57:54
1321,P98,179.0,14/05/2025 23:59:01
1321,U91,159.0,14/05/2025 23:59:01
1324,DL,177.9,13/05/2025 09:20:42
1324,P98,189.9,13/05/2025 09:20:42
1324,U91,165.9,13/05/2025 09:20:42
1325,DL,188.9,04/09/2024 01:40:15
1325,P95,200.9,04/09/2024 01:40:15
1325,U91,188.9,04/09/2024 01:40:15
1326,DL,189.9,13/05/2025 02:09:03
1326,P98,199.9,13/05/2025 02:09:03
1326,PDL,194.9,13/05/2025 02:09:03
1326,U91,179.9,13/05/2025 02:09:03
1329,P98,194.9,14/05/2025 00:33:46
1329,PDL,178.9,14/05/2025 00:33:46
1329,U91,173.9,14/05/2025 00:33:46
133,P98,196.9,17/05/2025 03:50:10
133,PDL,181.9,16/05/2025 02:06:15
133,U91,175.9,17/05/2025 03:50:09
1330,DL,172.9,16/05/2025 01:13:25
1330,P98,199.9,27/03/2025 23:26:10
1330,U91,174.9,23/03/2025 22:17:30
1331,DL,189.9,06/05/2025 22:30:47
1331,P95,195.9,06/05/2025 22:30:25
1331,P98,202.9,06/05/2025 22:30:25
1331,U91,184.9,06/05/2025 22:30:47
1332,DL,182.9,14/05/2025 19:19:15
1332,P95,189.9,14/05/2025 19:19:15
1332,P98,197.9,14/05/2025 19:19:15
1332,U91,177.9,14/05/2025 19:19:15
1334,DL,163.9,13/05/2025 01:41:14
1334,E10,156.9,16/05/2025 21:02:09
1334,P98,179.9,16/05/2025 21:02:09
1334,U91,159.9,16/05/2025 21:02:09
1338,E10,151.7,17/05/2025 23:31:35
1338,P98,174.7,17/05/2025 23:31:35
1338,PDL,162.9,12/05/2025 00:37:36
1338,U91,154.7,17/05/2025 23:31:35
134,E10,158.7,17/05/2025 20:30:07
134,P95,173.7,17/05/2025 20:30:07
134,PDL,182.9,16/05/2025 05:30:33
1342,DL,189.9,06/05/2025 22:45:02
1344,E10,158.9,04/05/2025 22:37:03
1344,P98,198.9,04/05/2025 22:37:03
1344,PDL,175.9,22/04/2025 02:49:38
1344,U91,164.9,04/05/2025 22:37:03
1345,E10,191.9,12/04/2025 05:05:06
1345,P98,211.9,10/03/2025 01:11:47
1345,PDL,185.9,14/05/2025 08:54:35
1345,U91,193.9,12/04/2025 05:05:06
1348,DL,192.9,07/02/2025 00:47:09
1348,E10,186.9,12/04/2025 03:26:39
1348,P98,209.9,25/03/2025 20:37:34
1348,U91,188.9,12/04/2025 03:26:39
135,E10,171.9,15/05/2025 03:24:22
135,P98,194.9,15/05/2025 03:20:27
135,PDL,183.9,29/04/2025 20:56:03
135,U91,173.9,15/05/2025 03:24:22
1352,DL,199.0,28/09/2024 00:53:14
1352,U91,205.0,28/09/2024 00:53:14
1353,DL,189.9,06/05/2025 22:45:21
1353,P95,194.9,06/05/2025 22:45:21
1353,U91,184.9,06/05/2025 22:45:21
1356,DL,168.5,13/05/2025 03:15:47
1356,E10,166.9,17/05/2025 02:49:37
1356,P98,188.9,17/05/2025 02:49:37
1356,PDL,168.5,13/05/2025 03:15:47
1356,U91,168.9,17/05/2025 02:49:37
1357,E10,158.9,16/05/2025 01:03:11
1357,LPG,115.7,12/05/2025 02:24:38
1357,P95,175.9,16/05/2025 01:03:11
1357,PDL,175.9,10/05/2025 09:18:24
136,DL,179.9,16/05/2025 03:15:47
136,E10,164.9,16/05/2025 03:30:52
136,P95,181.9,16/05/2025 03:30:52
136,P98,189.9,16/05/2025 03:30:52
136,U91,166.9,16/05/2025 03:30:52
1362,E10,149.9,18/05/2025 07:00:21
1362,P95,166.9,18/05/2025 07:00:21
1362,P98,174.9,18/05/2025 07:00:21
1362,PDL,171.9,17/05/2025 21:44:06
1362,U91,152.9,18/05/2025 07:00:21
1364,DL,189.9,06/05/2025 22:45:56
1364,U91,184.9,06/05/2025 22:45:56
1365,DL,194.9,25/03/2025 22:42:24
1365,P95,198.9,25/03/2025 22:42:24
1365,U91,183.9,25/03/2025 22:42:24
1366,DL,187.9,18/04/2025 06:44:15
1366,P95,189.9,18/04/2025 06:44:15
1366,U91,175.9,18/04/2025 06:44:15
1367,E10,159.9,17/05/2025 03:18:38
1367,P95,175.9,17/05/2025 03:18:38
1367,P98,185.9,17/05/2025 03:18:38
1367,PDL,175.9,10/05/2025 00:40:25
1367,U91,161.9,17/05/2025 03:18:38
1369,DL,162.7,06/05/2025 21:23:06
1369,E10,152.5,18/05/2025 02:59:21
1369,P98,174.5,18/05/2025 02:59:21
1369,PDL,163.7,06/05/2025 21:23:06
1369,U91,154.5,18/05/2025 02:59:21
137,E10,162.9,15/05/2025 23:36:11
137,P95,177.9,15/05/2025 23:34:19
137,P98,185.9,15/05/2025 23:38:07
137,PDL,167.9,29/04/2025 21:14:03
137,U91,164.9,15/05/2025 23:36:11
1370,P95,174.9,15/05/2025 02:21:45
1370,P98,179.9,15/05/2025 02:21:45
1370,PDL,173.9,15/05/2025 02:21:45
1370,U91,159.9,15/05/2025 02:21:45
1371,DL,173.9,16/05/2025 19:05:07
1371,P95,182.9,06/05/2025 18:58:09
1371,P98,189.9,06/05/2025 18:58:09
1371,PDL,175.9,16/05/2025 19:05:07
1371,U91,170.9,16/04/2025 19:25:26
1372,E10,153.9,17/05/2025 05:06:05
1372,P98,175.9,17/05/2025 05:06:05
1372,PDL,170.9,14/05/2025 04:38:12
1372,U91,155.9,17/05/2025 05:06:05
1373,DL,175.9,07/05/2025 21:27:50
1373,P95,189.9,07/05/2025 21:27:50
1373,U91,172.9,07/05/2025 21:27:50
1375,DL,189.9,06/05/2025 02:22:53
1375,LPG,139.9,19/01/2025 20:02:45
1375,P95,194.9,06/05/2025 02:22:53
1375,P98,202.9,06/05/2025 02:22:53
1375,U91,184.9,06/05/2025 02:20:57
1376,DL,179.9,08/05/2025 02:12:37
1376,P95,183.9,08/05/2025 02:12:37
1376,U91,165.9,08/05/2025 02:12:37
1377,E10,163.9,17/05/2025 10:07:14
1377,P98,186.9,15/05/2025 08:21:48
1377,PDL,175.9,10/05/2025 22:39:22
1377,U91,165.9,17/05/2025 10:07:14
1378,P95,186.9,18/05/2025 00:56:18
1378,P98,194.9,18/05/2025 00:56:18
1378,PDL,179.9,07/05/2025 00:26:09
1378,U91,173.9,18/05/2025 00:56:18
1380,E10,166.9,05/05/2025 19:23:14
1380,P98,190.9,05/05/2025 19:23:14
1380,PDL,179.9,09/05/2025 00:16:55
1380,U91,168.9,05/05/2025 19:23:14
1384,E10,175.9,13/04/2025 23:36:57
1384,P98,198.9,13/04/2025 23:36:57
1384,PDL,181.9,06/05/2025 21:20:38
1384,U91,176.9,13/04/2025 23:36:57
1385,DL,175.9,12/05/2025 04:38:11
1385,P98,195.9,13/03/2025 02:21:54
1385,U91,172.9,13/03/2025 02:21:54
1386,DL,189.9,06/05/2025 22:46:02
1388,DL,185.9,12/03/2025 22:03:21
1388,E10,175.9,12/03/2025 22:03:21
1388,P98,197.9,12/03/2025 22:03:21
1388,U91,177.9,12/03/2025 22:03:21
1392,DL,184.9,14/05/2025 02:39:10
1392,P95,189.9,14/05/2025 02:39:10
1392,P98,199.9,14/05/2025 02:38:37
1392,U91,179.9,14/05/2025 02:39:10
1393,E10,158.9,17/05/2025 08:25:56
1393,P98,184.9,17/05/2025 08:25:56
1393,PDL,175.9,14/05/2025 04:16:16
1393,U91,160.9,17/05/2025 08:25:56
1397,DL,189.9,06/05/2025 22:46:09
1397,U91,184.9,06/05/2025 22:46:09
1399,E10,159.9,14/05/2025 01:43:31
1399,P95,179.9,13/05/2025 01:51:39
1399,P98,189.9,13/05/2025 01:51:39
1399,PDL,164.9,14/05/2025 01:47:40
1399,U91,163.9,14/05/2025 01:43:31
14,DL,182.9,16/05/2025 03:00:51
14,E10,149.9,17/05/2025 01:20:40
14,P95,168.9,17/05/2025 01:20:40
14,P98,176.9,17/05/2025 01:20:40
14,PDL,186.9,16/05/2025 03:00:51
14,U91,151.9,17/05/2025 01:20:40
140,E10,160.5,16/05/2025 00:18:06
140,P95,175.5,16/05/2025 00:18:06
140,PDL,173.9,08/05/2025 20:52:11
1400,DL,173.9,31/03/2025 10:23:35
1400,E10,161.9,31/03/2025 10:23:35
1400,LPG,124.9,24/02/2025 06:10:31
1400,P98,186.9,31/03/2025 10:23:35
1400,U91,163.9,31/03/2025 10:23:35
1401,DL,179.9,08/05/2025 09:01:50
1401,P98,191.9,08/05/2025 09:01:50
1401,U91,171.9,08/05/2025 09:01:50
1404,DL,175.9,14/05/2025 05:12:38
1404,U91,169.9,14/05/2025 05:12:38
1406,E10,167.9,06/05/2025 23:08:33
1406,P98,190.9,06/05/2025 23:08:33
1406,PDL,175.9,06/05/2025 23:08:33
1406,U91,169.9,06/05/2025 23:08:33
1407,E10,153.9,17/05/2025 05:00:28
1407,P98,175.9,17/05/2025 05:00:28
1407,PDL,173.9,17/05/2025 05:00:28
1407,U91,155.9,17/05/2025 05:00:28
14081,DL,166.5,06/05/2025 23:12:09
14081,U91,168.9,12/05/2025 23:52:10
1409,DL,187.9,03/04/2025 02:43:20
1409,P95,191.9,10/04/2025 01:40:57
1409,U91,181.9,10/04/2025 01:40:57
141,E10,168.9,17/05/2025 01:54:09
141,U91,170.9,17/05/2025 01:54:09
1410,DL,177.9,13/05/2025 05:58:52
1410,P98,189.9,13/05/2025 05:58:52
1410,U91,165.9,13/05/2025 05:58:52
1411,P95,190.9,10/05/2025 20:18:09
1411,PDL,182.9,08/05/2025 20:15:10
1411,U91,180.9,10/05/2025 20:18:09
1412,E10,164.9,17/05/2025 04:34:01
1412,P98,190.9,17/05/2025 04:34:01
1412,PDL,185.9,09/05/2025 03:44:46
1413,E10,163.9,15/05/2025 00:21:15
1413,P95,178.9,15/05/2025 00:21:15
1413,P98,184.9,15/05/2025 00:21:15
1413,PDL,170.9,18/05/2025 01:48:24
1415,DL,162.7,13/05/2025 05:50:27
1415,E10,149.7,13/05/2025 04:08:35
1415,P98,173.7,15/05/2025 04:25:22
1415,U91,151.7,13/05/2025 04:08:35
142,E10,154.9,17/05/2025 22:18:06
142,P95,169.9,17/05/2025 22:18:06
142,P98,177.9,17/05/2025 22:14:07
142,PDL,181.9,15/05/2025 03:20:27
142,U91,156.9,17/05/2025 22:18:06
1420,DL,185.9,10/05/2025 00:58:42
1420,P95,181.9,13/05/2025 22:32:34
1420,P98,189.9,13/05/2025 22:32:34
1420,U91,163.9,13/05/2025 22:32:34
1423,P95,201.9,12/04/2025 00:41:34
1423,P98,212.9,12/04/2025 00:41:34
1423,PDL,197.9,12/04/2025 00:41:34
1423,U91,191.9,12/04/2025 00:41:34
1424,DL,168.9,13/05/2025 23:02:07
1424,P95,173.9,13/05/2025 23:02:07
1424,U91,165.9,13/05/2025 23:02:07
1425,DL,188.9,05/05/2025 02:31:20
1425,P98,198.9,05/05/2025 02:31:20
1425,U91,179.9,05/05/2025 02:31:20
1426,P98,198.9,17/03/2025 01:55:03
1426,PDL,186.9,28/04/2025 04:40:37
1426,U91,178.9,28/04/2025 04:40:37
1428,E10,155.5,16/05/2025 04:23:20
1428,P98,177.5,16/05/2025 04:23:20
1428,PDL,163.5,30/04/2025 06:47:25
1428,U91,157.5,16/05/2025 04:23:20
1429,DL,232.9,10/08/2023 22:55:30
1429,P95,211.9,10/08/2023 22:55:30
1429,U91,208.9,10/08/2023 22:55:30
143,E10,163.9,08/05/2025 06:20:27
143,P95,178.9,08/05/2025 06:20:27
143,PDL,178.9,16/05/2025 08:32:40
1431,DL,189.9,05/05/2025 23:46:18
1431,P95,194.9,13/05/2025 22:25:47
1431,P98,203.9,13/05/2025 22:25:47
1431,U91,179.9,13/05/2025 22:25:47
1435,LPG,109.9,05/03/2025 00:54:00
1435,P95,188.9,17/05/2025 01:48:44
1435,P98,197.9,17/05/2025 01:48:44
1435,PDL,195.9,18/04/2025 04:31:40
1435,U91,174.9,17/05/2025 01:48:44
1438,P95,191.9,18/03/2025 06:47:08
1438,P98,205.9,18/03/2025 06:47:08
1438,PDL,189.9,29/04/2025 20:57:01
1438,U91,181.9,18/03/2025 06:47:08
144,E10,157.9,16/05/2025 03:52:12
144,P95,172.9,16/05/2025 03:52:12
144,P98,180.9,16/05/2025 03:52:12
144,PDL,179.9,16/05/2025 02:08:06
144,U91,159.9,16/05/2025 03:52:12
1442,DL,199.9,28/08/2024 00:25:23
1442,P95,204.9,23/03/2025 22:44:21
1442,P98,213.9,23/03/2025 22:44:21
1442,U91,189.9,23/03/2025 22:44:21
1444,DL,178.9,16/05/2025 01:05:12
1444,E10,152.9,16/05/2025 01:05:12
1444,P98,178.9,16/05/2025 01:05:12
1444,U91,155.9,16/05/2025 01:05:12
1447,P98,216.9,15/04/2025 02:13:58
1447,PDL,190.9,15/04/2025 02:13:58
1447,U91,193.9,15/04/2025 02:13:58
1449,E10,152.9,18/05/2025 00:05:03
1449,PDL,175.9,14/05/2025 00:24:46
1449,U91,154.9,16/05/2025 03:21:03
145,E10,161.9,17/05/2025 01:58:06
145,P98,184.9,17/05/2025 01:58:06
145,PDL,179.9,01/05/2025 05:00:22
145,U91,163.9,17/05/2025 01:58:05
1453,DL,199.9,19/01/2025 22:09:33
1453,P95,204.9,24/02/2025 22:13:41
1453,P98,213.9,24/02/2025 22:13:41
1453,U91,189.9,24/02/2025 22:13:41
1454,DL,176.9,07/05/2025 08:46:58
1454,LPG,110.9,12/02/2025 07:29:57
1454,P98,190.9,07/05/2025 08:46:58
1454,U91,167.9,07/05/2025 08:46:58
1455,DL,186.9,07/05/2025 19:54:08
1455,LPG,119.9,18/03/2025 21:34:25
1455,P98,203.9,07/05/2025 19:54:08
1455,U91,180.9,07/05/2025 19:54:08
1456,DL,186.9,02/05/2025 06:17:40
1457,DL,183.9,02/05/2025 21:19:08
1457,LPG,122.9,18/03/2025 10:34:34
1457,P98,203.9,02/05/2025 21:19:08
1457,U91,180.9,02/05/2025 21:19:08
1458,DL,191.9,11/03/2025 15:33:56
1458,LPG,115.9,12/02/2025 16:06:59
1458,P95,201.9,15/04/2025 16:50:41
1458,P98,207.9,15/04/2025 16:50:41
1458,U91,184.9,14/01/2025 15:44:43
146,E10,157.7,14/05/2025 03:46:34
146,P95,172.7,14/05/2025 03:46:34
146,P98,180.7,14/05/2025 03:46:34
146,PDL,161.9,14/05/2025 03:46:33
146,U91,159.7,14/05/2025 03:50:29
1460,DL,182.9,15/05/2025 03:37:25
1460,P95,195.9,15/05/2025 03:37:25
1460,P98,205.9,15/05/2025 03:37:25
1460,U91,185.9,15/05/2025 03:37:25
1461,DL,176.9,07/05/2025 04:14:01
1463,DL,181.9,07/05/2025 19:09:30
1463,LPG,116.9,12/02/2025 18:04:46
1463,P98,197.9,07/05/2025 19:09:30
1463,PDL,181.9,07/05/2025 19:09:30
1463,U91,174.9,07/05/2025 19:09:30
1465,P95,179.9,15/05/2025 19:20:54
1465,P98,188.9,15/05/2025 19:20:54
1465,PDL,185.9,13/03/2025 23:57:45
1465,U91,163.9,15/05/2025 19:20:54
1466,DL,175.9,12/05/2025 20:13:29
1466,LPG,115.9,12/02/2025 19:34:31
1466,P95,182.9,12/05/2025 20:13:29
1466,P98,188.9,12/05/2025 20:13:29
1466,PDL,178.9,12/05/2025 20:13:29
1466,U91,165.9,12/05/2025 20:13:29
1467,DL,177.9,07/05/2025 18:38:29
1467,LPG,115.9,12/02/2025 17:26:13
1467,P98,188.9,12/05/2025 19:33:24
1467,PDL,180.9,07/05/2025 18:38:29
1467,U91,165.9,12/05/2025 19:33:24
1468,DL,182.9,05/05/2025 19:00:32
1468,P98,208.9,15/04/2025 19:00:42
1468,U91,185.9,26/09/2024 19:50:01
147,DL,183.9,16/05/2025 03:20:41
147,E10,191.9,12/04/2025 01:50:39
147,P95,208.9,12/04/2025 01:50:39
147,P98,216.9,12/04/2025 01:50:39
147,U91,193.9,12/04/2025 01:50:39
1470,LPG,114.9,12/02/2025 23:12:09
1470,P98,188.9,12/05/2025 18:39:49
1470,PDL,180.9,07/05/2025 18:35:21
1470,U91,165.9,12/05/2025 18:39:49
1471,DL,177.9,07/05/2025 11:35:53
1471,LPG,114.9,12/02/2025 17:17:53
1471,P98,188.9,12/05/2025 11:21:14
1471,PDL,180.9,07/05/2025 11:35:53
1471,U91,165.9,12/05/2025 11:21:14
1474,DL,190.9,18/05/2025 05:43:00
1474,P98,210.9,18/05/2025 05:43:00
1474,U91,192.9,07/04/2025 00:06:37
1479,DL,197.9,01/04/2025 01:04:09
1479,P98,213.9,01/04/2025 01:04:09
1479,U91,189.9,01/04/2025 01:04:09
148,E10,177.9,15/05/2025 00:52:21
148,P95,192.9,15/05/2025 00:52:20
148,P98,200.9,15/05/2025 00:52:20
148,PDL,181.9,16/05/2025 02:06:15
148,U91,179.9,15/05/2025 00:52:19
1481,DL,186.9,07/05/2025 23:31:55
1483,E10,152.9,17/05/2025 00:24:44
1483,P98,185.9,15/05/2025 02:56:48
1483,PDL,169.9,05/05/2025 03:52:29
1483,U91,156.9,17/05/2025 00:24:44
1485,DL,184.0,12/05/2025 08:00:00
1485,U91,180.0,01/05/2025 23:36:07
1487,DL,183.5,18/05/2025 06:37:05
1487,P95,192.5,18/05/2025 06:37:05
1487,U91,179.5,18/05/2025 06:37:05
1489,P95,189.9,18/03/2025 01:20:43
1489,P98,202.9,07/04/2025 02:31:04
1489,PDL,188.9,18/03/2025 01:20:43
1489,U91,179.9,18/03/2025 01:20:43
149,E10,159.9,18/05/2025 01:14:06
149,P98,182.9,18/05/2025 01:14:06
149,PDL,175.9,12/05/2025 23:02:27
149,U91,161.9,18/05/2025 01:14:06
1490,E10,158.7,12/05/2025 05:14:19
1490,P98,179.7,12/05/2025 05:14:19
1490,PDL,157.9,12/05/2025 05:14:19
1490,U91,160.7,12/05/2025 05:14:19
1491,DL,177.9,08/05/2025 19:58:45
1491,P95,183.9,08/05/2025 19:58:45
1491,U91,171.9,08/05/2025 19:58:45
1493,DL,223.9,12/09/2023 01:38:13
1495,DL,189.9,08/05/2025 03:37:11
1495,E10,183.9,08/05/2025 03:37:11
1495,P98,211.9,20/03/2025 01:17:37
1495,U91,189.9,08/05/2025 03:37:11
1496,E10,162.9,15/05/2025 21:41:20
1496,P95,175.9,15/05/2025 21:41:20
1496,P98,185.9,15/05/2025 21:41:20
1496,PDL,174.9,01/05/2025 03:03:48
1497,DL,172.9,07/05/2025 03:28:01
1499,DL,178.9,14/05/2025 22:21:32
1499,P95,180.5,12/05/2025 22:25:11
1499,U91,169.5,12/05/2025 22:25:11
15,P95,174.9,17/05/2025 05:59:20
15,P98,183.9,17/05/2025 05:59:20
15,PDL,187.9,09/05/2025 06:16:10
15,U91,157.9,17/05/2025 05:59:20
150,E10,154.9,08/05/2025 22:50:09
150,LPG,109.9,28/02/2025 05:04:07
150,P98,177.9,08/05/2025 22:50:09
150,PDL,173.9,08/05/2025 23:14:07
150,U91,156.9,08/05/2025 22:50:09
1502,E10,161.9,16/05/2025 05:54:36
1502,P95,174.9,16/05/2025 05:54:36
1502,P98,184.9,16/05/2025 05:54:36
1502,PDL,174.7,13/05/2025 04:14:46
1502,U91,163.9,16/05/2025 05:54:36
1503,E10,157.9,16/05/2025 22:56:39
1503,P98,178.9,16/05/2025 22:56:39
1503,PDL,177.9,21/03/2025 21:11:42
1503,U91,159.9,16/05/2025 22:56:39
1504,DL,196.0,20/12/2024 04:11:37
1504,P95,205.0,20/12/2024 04:11:37
1504,U91,195.0,20/12/2024 04:11:37
1507,DL,180.0,11/05/2025 21:47:57
1507,P95,185.0,11/05/2025 21:47:57
1507,U91,178.0,11/05/2025 21:47:57
1508,P98,187.9,07/05/2025 03:27:50
1508,PDL,173.9,07/05/2025 03:27:50
1508,U91,168.9,07/05/2025 03:27:50
1509,DL,174.5,11/05/2025 03:54:53
1509,U91,163.5,11/05/2025 03:54:53
151,E10,153.9,15/05/2025 03:24:23
151,LPG,109.9,28/02/2025 00:38:04
151,P95,168.9,15/05/2025 03:20:27
151,P98,176.9,15/05/2025 03:20:28
151,PDL,179.9,16/05/2025 02:08:06
151,U91,155.9,15/05/2025 03:24:23
1510,DL,181.0,12/05/2025 23:02:29
1510,P95,185.0,12/05/2025 23:02:29
1510,U91,178.0,12/05/2025 23:02:29
1511,E10,169.9,06/05/2025 22:41:39
1511,P98,191.9,06/05/2025 22:41:39
1511,PDL,172.9,24/04/2025 03:34:54
1511,U91,171.9,06/05/2025 22:41:39
